,text,label
1692,Originally shuttles were passed back and forth by hand .,3
1693,"Police officers patrol the trains and stations , and police posts are available at some stations .",3
1694,"Police officers patrol on trains and stations , and police posts are available at some stations .",3
1695,Bear is often called a hard science fiction author because he uses many scientific details in his work .,3
1696,Bear is often classified as a hard science fiction author due to the level of scientific detail in his work .,3
1697,"Some books are original , but others have started as text copied from other sources of free-content textbooks found on the Internet .",3
1698,737s are not equipped with fuel dump systems .,3
1699,"For an individual person , information security has a big effect on privacy , which is viewed very differently by people in different cultures .",3
1700,Standing ovations are also often given in a sporting game to reflect an outstanding individual performance .,3
1701,There is a debate about nuclear power .,3
1702,There is a debate about the use of nuclear power .,3
1703,Several explanations exist for the original name .,3
1704,In January 2013 Jenneke was ranked tenth on AskMen. com 's 99 Most Desirable Women 2013 .,3
1705,Thirty three first person poems that describe different times during an eleven year old boy 's day at the beach .,3
1706,Thirty three first person poems that describe various moments during an eleven-year - old boy 's day at the beach .,3
1707,Killer whales are the largest extant members of the dolphin family .,3
1708,"Sgr A West has the appearance of a three - arm spiral , from the point of view of the Earth .",3
1709,The primary goal of instrument analysis is to measure an amount of substance .,3
1710,Shortage of rain during the highly variable Monsoon season can cause droughts in U. P. leading to several deaths and loss of property .,3
1711,"A DVD of series one has been released on 19 September 2005 , however there is still no word of series two on DVD .",3
1712,"A DVD of the first series was released on 19 September 2005 , however there is still no word of series two on DVD .",3
1713,Goaltenders are not permitted to serve as captains during games .,3
1714,"The river is known for its water mills ; during the 1950s , there were about 18 of them .",3
1715,"The river is known for its water mills ; during the 1950s , they numbered approximately 18 .",3
1716,The geodetic center of North America is within the county .,3
1717,Plant cells which are differentiated generally cannot divide or produce cells of a different type .,3
1718,Japan was the first country to build dedicated railway lines for high-speed travel .,3
1719,Japan was the first country to build railway lines for high speed travel .,3
1720,"As of 2018 , there are seven living former Prime Ministers .",3
1721,"In November 1973 , an envelope containing a lock of hair and a human ear arrived at a daily newspaper .",3
1722,"As chess became more popular in the second half of the 19th century , the term began to be given out by organizations .",3
1723,Nepal is divided into seven provinces .,3
1724,The flyweight division was the last of boxing 's eight traditional weight classes .,3
1725,The flyweight division was the last of boxing 's eight traditional weight classes to be established .,3
1726,These mountains are a popular tourist destination .,3
1727,These mountains are a popular tourist attraction .,3
1728,Much of the area is irrigated .,3
1729,The city is notable for its well - preserved downtown with a number of remaining historic businesses .,3
1730,A foreign minister 's powers can vary from government to government .,3
1731,"The park experiences three seasons : summer , monsoon , and winter .",3
1732,"The park has three seasons : winter , summer , and monsoon .",3
1733,The festival authority chooses and invites Asian and Australian films to participate in different sections .,3
1734,The festival authority chooses and invites Asian and Australian movies to participate in different sections .,3
1735,During the Spanish Civil War he left his work and focused on theater as an amateur actor .,3
1736,During the Spanish Civil War he left his work to be in theater as an amateur actor .,3
1737,"Upon its release in 1975 , critical response was mixed although box office was strong .",3
1738,"Upon its release in 1975 , critical response was mixed , although the box office receipts were strong .",3
1739,"Unlike war crimes , crimes against humanity can happen during peace or war .",3
1740,Small handmade balls contain a lead pellet wrapped in rubber and wool with a leather cover .,3
1741,"Basic general information about the clients : creator / company , license / price etc .",3
1742,"Basic general information about the clients : creator / company , license , etc .",3
1743,"As of , there are seven living former Prime Ministers of Egypt , as seen below .",3
1744,"As of , there are eight living former Prime Ministers of Egypt , as seen below .",3
1745,The film received negative reviews from critics .,3
1746,With the start of the Soest district in 1817 its influence slowly rose .,3
1747,000 is the primary emergency telephone number in Australia .,3
1748,At 10.00 am there was a large crowd of people watching the action .,3
1749,At 10.00 am there was a large crowd of people watching the action .,3
1750,Oats are also sometimes used in drinks .,3
1751,Certain networks have made changes to prevent them from being used by such multi-network IM clients .,3
1752,"The speech lasted approximately 40 minutes and consisted of 4,955 words .",3
1753,"The speech lasted about 40 minutes and had 4,955 words .",3
1754,"The tickets may have to be shown or checked automatically at the station platform or when boarding , or during the ride by a conductor .",3
1755,The term originally meant the portions of a log which one had split lengthwise into four or six sections .,3
1756,Health care for homeless people is a major public health challenge .,3
1757,"Monsters will talk with players during the battles , and the game will tell the players what the monster 's feelings and actions are .",3
1758,"Since cholera became common in the 19th century , it has killed tens of millions of people .",3
1759,"Morenz died from problems with a broken leg , an injury he suffered in a game .",3
1760,"According to the anti-nuclear movement , most of the problems with nuclear power today are much the same as in the 1970s .",3
1761,"In 1977 , the federal government placed alligators on the endangered list .",3
1762,"In 1977 , the federal government placed alligators on the endangered species list .",3
1763,"On each usual episode , a celebrity guest came on the show with a secret .",3
1764,"On each typical episode , a celebrity guest came on the show with a secret .",3
1765,"In the knockout phase , teams play against each other over two legs on a home - and - away basis , except for the one-match final .",3
1766,"In many societies , shepherds were an important part of the economy .",3
1767,"Rivette died on 29 January 2016 from complications of Alzheimer 's disease at the age of 87 , in his home in Paris .",3
1768,The movie received mainly mixed reviews .,3
1769,Thomas began his career at fourteen as an announcer on a local radio show .,3
1770,CHP is most efficient when heat can be used on - site or very close to it .,3
1771,Points and goals will carry over in full from regular season .,3
1772,"Concerts involving a greater number of artists , especially those that last for days , are known as festivals .",3
1773,"Between 1948 and 1950 , she developed a theory by which these mobile elements regulated the genes by inhibiting or modulating their action .",3
1774,Higher capacity Zip disks must be used in a drive with at least the same capacity ability .,3
1775,Each postcode area is divided into post towns and postcode districts .,3
1776,Rounders is a bat and ball game which is played in Ireland ; a similar version is played in the UK .,3
1777,The character has appeared in many adaptations of the comics .,3
1778,They are considered one of the most successful groups of studio musicians in music history .,3
1779,He is thought of as one of the most important architectural thinkers and urbanists of his generation .,3
1780,"Though he experimented in many styles of art , his unique talent was landscape painting .",3
1781,As a former President of Ireland he was given a state funeral .,3
1782,"The silky sifaka has a variable social structure , and lives in groups of two to nine individuals .",3
1783,"One of the main industries in the town is tourism , most notably scuba diving .",3
1784,The sketches were the first ever done in oils directly from the subject in the open air .,3
1785,The sketches themselves were the first ever done in oils directly from the subject in the open air .,3
1786,The film received generally positive reviews .,3
1787,The story and its main characters attracted little public interest when it first appeared .,3
1788,A young girl describes her special relationship with her grandfather over four seasons .,3
1789,A young girl describes her special bond with her grandfather over four seasons .,3
1790,The service sector makes up most of the local economy .,3
1791,"From 2014 the museum faced budget cuts that dropped its maintenance to less than R $ 520,000 annually .",3
1792,The band has seen many personnel changes .,3
1793,The band has seen many changes to personnel .,3
1794,The city is a major trading and farming center in this area .,3
1795,"While there are many alternative treatments used for the common cold , there is not enough scientific evidence to support the use of most treatments .",3
1796,The island has a mild climate but is known for frequent hurricanes .,3
1797,"The gallery was founded in 1897 , as the National Gallery of British Art .",3
1798,Early Egyptian medicine was based on a mixture of magic and religious spells .,3
1799,Early Egyptian medicine was based mostly on a mixture of magic and religious spells .,3
1800,Mood and emotions at work are related to job satisfaction .,3
1801,Moods and emotions at work are related to job satisfaction .,3
1802,"The quarter has a population 17,226 distributed across an area of 4.6 km2 .",3
1803,"The quarter has a population of 17,226 distributed on an area of 4.6 km2 .",3
1804,A clapstick is a type of musical instrument that is in the category of percussion .,3
1805,"Between the years of 1991 and 1994 , several accidental and unrelated employee deaths occurred .",3
1806,Bullet designs have to solve two main problems .,3
1807,Seventy students and teachers traveling to the United States for summer camp were among the Chinese passengers .,3
1808,Seventy students and teachers going to the United States for summer camp were among the Chinese passengers .,3
1809,"A gorilla 's lifespan is between 35 and 40 years , although zoo gorillas may live for 50 years or more because they have more food .",3
1810,"In most cases , control engineers make use of feedback when designing control systems .",3
1811,The number of homeless people worldwide has grown steadily in recent years .,3
1812,The movie received negative review from critics .,3
1813,Another serious problem for civilians and soldiers alike was a shortage of water .,3
1814,Some research shows a connection between personality and job satisfaction .,3
1815,Some research suggests an association between personality and job satisfaction .,3
1816,"Naming a child after a relative , friend , or well - known person is a common practice in the English -speaking world .",3
1817,"Black tea is the national drink , and is drunk after food is eaten .",3
1818,Statistics are correct as of 14 January 2019 .,3
1819,Water wheels have been used for hundreds of years for industrial power .,3
1820,Elections were held to the new authorities on three different Thursdays in 1973 .,3
1821,Lynx prey mostly on small to fairly large sized mammals and birds .,3
1822,He went into law after the war and in 1921 set up his own practice .,3
1823,"He went into law after the war , and in 1921 set up his own practice .",3
1824,"On October 5 , a tropical storm developed south of Haiti .",3
1825,"On October 5 , a tropical storm formed south of Haiti .",3
1826,The film earned mainly negative reviews from critics .,3
1827,"On 29 August 2016 he was reported to be in intensive care , after suffering a stroke .",3
1828,"On 29 August 2016 , he was reported to be in intensive care after suffering a stroke .",3
1829,"The current trophy is made from silver and gilt , and features a golden globe held up by three silver columns .",3
1830,"Just as temperature increases speed up reactions , temperature decreases reduce them .",3
1831,"Just as temperature increase speeds up reactions , temperature decreases reduce them .",3
1832,"The first international cricket match was played between Canada and the United States , on 24 and 25 September 1844 .",3
1833,"A consultant is usually an expert or a professional , in a specific field , who also has a wide knowledge of the subject matter .",3
1834,The strong taste that people associate with anchovies is due to the curing process .,3
1835,Visitors typically arrive at a tram station in the arrival plaza located between the administrative buildings and the Museum entrance .,3
1836,"In appearance , it is light yellow and opaque , smooth and creamy .",3
1837,"Throughout the campus , many fountains provide white noise as a background .",3
1838,"The library has a chess room that houses a wide range of materials on the history , study and practice of chess .",3
1839,"The library has a chess room that houses a wide range of materials dedicated to the history , study and practice of chess .",3
1840,Increasing market share is one of the most important objectives of business .,3
1841,Increasing market share is one of the most important objectives in business .,3
1842,"On June 5 , 2018 , the company announced his retirement from the company due to his declining health .",3
1843,"The chief executive of a central bank is normally known as the Governor , President or Chairman .",3
1844,Traditional areas such as forestry and agriculture are still of importance .,3
1845,"The bridge is 800 ft in length with two towers , each 213 ft high , built on piers .",3
1846,"As of 2005 , the municipality had a total population of 70,160 .",3
1847,"In 2005 , the municipality had a total population of 70,160 .",3
1848,"Each goal had specific targets , and dates for reaching those targets .",3
1849,The song was given mixed reviews from music critics .,3
1850,The song received mixed reviews from music critics .,3
1851,Electric rays are found from shallow coastal waters down to at least 1000 m deep .,3
1852,"There were just two entries in the quad doubles , and they played a straight final to decide the championship .",3
1853,"There was just two entries in the Quad doubles , and they played a straight final to decided the championship .",3
1854,"In 1895 , the six premiers of the Australian colonies agreed to set up a new Convention by popular vote .",3
1855,Since the end of the series rumors have circulated that a feature length movie was in the works .,3
1856,"Before 2009 , the United States was the leading issuer of IPOs in terms of total value .",3
1857,"Prior to 2009 , the United States was the leading issuer of IPOs in terms of total value .",3
1858,"Bidding documents were sent to seventeen cities in consideration for hosting a WrestleMania event between 2012 and 2014 , with fourteen replying in interest .",3
1859,After his football career he became a successful international referee .,3
1860,Leatherback turtles are one of the deepest diving marine animals .,3
1861,The movie got mixed reviews by critics .,3
1862,"In 741 , the church was destroyed in a fire .",3
1863,"While hundreds of comic series have been produced in the Franco- Belgian group , some are more notable than others .",3
1864,"Basketball is today played by more than 300 million people worldwide , making it one of the most popular team sports .",3
1865,"Basketball today is played by more than 300 million people worldwide , making it one of the most popular team sports .",3
1866,The county continued to be developed for agriculture and is still largely rural .,3
1867,The network focuses on supporting peer-directed and open-source projects .,3
1868,"The G and PG ratings are often left out , since they are typical of normal , everyday climbing .",3
1869,Due process developed from clause 39 of the Magna Carta in England .,3
1870,Due process developed from clause 39 of Magna Carta in England .,3
1871,"Carme did not get its present name until 1975 ; before then , it was simply known as Jupiter XI .",3
1872,Venegas began playing instruments at age 10 when her parents first sent her to piano lessons .,3
1873,The long pit straight has also been used for drag racing .,3
1874,The long pit straight has also been utilized for drag racing .,3
1875,Research usually involves a mixture of field and laboratory studies .,3
1876,Most of the city 's 19th century houses were built of limestone mined nearby .,3
1877,In 1993 the team again achieved success in the national championship road race in Germany .,3
1878,The purpose of a formal name is to have a single name which is accepted and used worldwide for a particular plant or plant group .,3
1879,There are three categories of education and training that a MB will undergo .,3
1880,There are three categories of education and training that an MB will undergo .,3
1881,Alligators are generally timid towards humans and tend to walk or swim away if one approaches .,4
1882,The grinding of solid matters occurs under exposure of mechanical forces that trench the structure by overcoming of the interior bonding forces .,4
1883,"Since the advent of personal computing , page layout skills have expanded to electronic media as well as print media .",4
1884,"It is grown as an ornamental plant in gardens , where several cultivars have been selected with varying pastel colors , including pink and purple .",4
1885,The color irresistible is displayed at right .,4
1886,"Politicians are known for their rhetoric , as in speeches or campaign advertisements .",4
1887,"Historic Scotland had direct responsibility for maintaining and running over 360 monuments in its care , about a quarter of which are manned and charge admission entry .",4
1888,There is widespread concern internationally that the trials and sentencing were politically motivated .,4
1889,"The novel tells about ideal civilization of powerful mages which have invited paranormal skills like telepathy , levitation and mediumism .",4
1890,Moose are mostly diurnal .,4
1891,"In the US , more than 200,000 surgeries are done to fix reproductive organs bulging out of the vagina .",4
1892,Biogeographic realms are characterized by the evolutionary history of the organisms they contain .,4
1893,"The new flag is a horizontal tricolor flag of yellow , green , and red charged with a five-pointed white star in the middle of the field .",4
1894,"To pursue a cause of action , a plaintiff pleads or alleges facts in a complaint , the pleading that starts a lawsuit .",4
1895,"They typically enter the nests of pollen- collecting species , and lay their eggs in cells provisioned by the host bee .",4
1896,The Dr. I suffered other deficiencies .,4
1897,"Even in those sea cucumbers that lack regular tube feet , those that are immediately around the mouth are always present .",4
1898,Usually inhabits mainland coast of shallow water attached to rocky substrates .,4
1899,"Until 1964 , state senators were generally elected from districts that were not necessarily equal in population .",4
1900,"In international law , contraband means goods sent to territories under the control of the enemy that can be used in armed conflict .",4
1901,"Like many other plants , some palms are in danger of dying out because of human activity .",4
1902,The number of protons in the nucleus causes its electric charge .,4
1903,"Mars is a terrestrial planet that consists of minerals containing silicon and oxygen , metals , and other elements that typically make up rock .",4
1904,"It has also been used to make lightweight blocks for building , and as a powdered ingredient in polishing .",4
1905,"A traditional design , the grapnel style is simple to design and build .",4
1906,Each one of these classes can be developed into unique material properties because ceramics tend to be crystalline .,4
1907,The giant panda has luxuriant black - and - white fur .,4
1908,The symptoms of the common cold are believed to be primarily related to the immune response to the virus .,4
1909,New World coral snakes exist in the southern range of many temperate U.S. states .,4
1910,Ortac is noted for its large gannet colony .,4
1911,The islet is noted for its large gannet colony .,4
1912,"As with all other cricket statistics , batting statistics and records are given much attention and provide a measure of a player 's effectiveness .",4
1913,GCs are part of the feedback system for the immune system .,4
1914,"Often , the desired trophic index differs between stakeholders .",4
1915,"The mast cell is very similar in both appearance and function to the basophil , a type of white blood cell .",4
1916,"American Bobtails are playful , social and moderately energetic .",4
1917,Urban legend says that Bobtails are the result of a cross breeding between a domestic tabby cat and a wild bobcat .,4
1918,A shooting star is when a wrestler jumps forward from higher ground and performs a backflip in midair .,4
1919,"There have been numerous acts , both groups and individuals , that have won multiple awards .",4
1920,The high amount of oxygen gas on Earth is because of the oxygen cycle .,4
1921,"For integrals of vector fields , things are more complicated , because the surface normal is involved .",4
1922,"Alternatively , mathematicians can integrate the normal component of the vector field ; the result is a scalar .",4
1923,Animal coloration has been a topic of interest and research in biology for centuries .,4
1924,Many tree frogs can change their color for better camouflage .,4
1925,"The drug is often involved in drug intoxication , including overdoses .",4
1926,The laws of physics can be used to understand how a bullet moves after it leaves the barrel .,4
1927,The physics affecting the bullet once it leaves the barrel is termed external ballistics .,4
1928,Hylids will lay their eggs in ponds .,4
1929,"Males differ from females by having the second antennae markedly enlarged , and modified into clasping organs used in mating .",4
1930,Rainbands ahead of warm occluded fronts and warm fronts have little upward motion .,4
1931,"The beetle is an invasive species , and a serious pest which destroys ash trees .",4
1932,"Although the U.S. Forest Service fought wildfires long before World War II , the war brought a new importance and urgency to the effort .",4
1933,Absolute value may be thought of as the number 's distance from zero on the real number line .,4
1934,"As a class one type clone , 47 was genetically enhanced in order to perform physical tasks much more efficiently than an average human .",4
1935,This lets the photographer control the amount of light reaching the film or image sensor .,4
1936,Studying nearby starburst galaxies can help us explore the history of galaxy formation and evolution .,4
1937,Epidemiology is the study of the factors that cause or encourage diseases .,4
1938,"In the US , the game is primarily staged by churches or charity organizations .",4
1939,"A single- tasking system can only run one program at a time , while a multi-tasking operating system allows more than one program to be running in concurrency .",4
1940,Crystalline ceramic materials are not amenable to a great range of processing .,4
1941,"Much of the archipelago is a protected habitat , including both the islands and the surrounding waters .",4
1942,A free man usually became a serf because he owed a large debt .,4
1943,"Starting from an appropriate initial value determined by the injection energy , the field strength of the dipole magnets is then increased .",4
1944,"Refurbishment works has begun since January 2016 , beginning with train set 217 / 218 .",4
1945,Animals have repeatedly been used through the history of biomedical research .,4
1946,Access to this area was also incorporated into the neighboring East Stand on several levels ; the spectator capacity of the structure is 202 .,4
1947,Anatole France start his career as a parnassianism poet .,4
1948,There are a number of proposed quantum gravity theories .,4
1949,"The yellow flowers of the plant produce hairy seed pods , with each pod containing roughly a half dozen seeds .",4
1950,"Approximately 1,100 mud volcanoes have been identified on land and in shallow water .",4
1951,"There are some species that need organic compounds as a source of food , but are able to use light as a source of energy .",4
1952,"A common-use facility or terminal design disallows airlines to have its own proprietary check - in counters , gates and IT systems .",4
1953,"The following is a list of active , unofficial codes that emulate the ISO 4217 format .",4
1954,"Livestock activities are also economically relevant , with pigs and cattle being the most important .",4
1955,"The three major learning paradigms are supervised learning , unsupervised learning and reinforcement learning .",4
1956,"There are three ways a neural network can learn : supervised learning , unsupervised learning and reinforcement learning .",4
1957,"Because of the plentiful blossoms and small fruit , crabapples are popular for use in bonsai culture .",4
1958,Albatrosses live much longer than other birds ; they delay breeding for longer and invest more effort into fewer young .,4
1959,"Although many turtles spend much of their lives underwater , all turtles and tortoises breathe air , and must surface at regular intervals to refill their lungs .",4
1960,"In the early 20th century , petticoats were circular , had flounces and buttons in which women could attach additional flounces to the garment .",4
1961,"Schoeman committed suicide at a retirement center in South Africa at the age of 77 , writing about dying with dignity in his suicide statement .",4
1962,Plants and animals living in the desert need special adaptations to survive in the harsh environment .,4
1963,"The dolmen dates from around 3500 BC , and has traditionally been identified as a communal burial .",4
1964,It affects up to 80 percent of all patients who have had diabetes for 10 years or more .,4
1965,Diffusion is associated with the dependency of the output bits on the input bits .,4
1966,"They are viviparous , born live and free-swimming .",4
1967,"Bull sharks are viviparous , meaning that they give live birth .",4
1968,"However , after a massive stroke in April 1940 , plans were made for his lying - in-state and state funeral .",4
1969,"Steadily rising sea levels then further isolated this little island , which is entirely of volcanic origin .",4
1970,This small island is entirely of volcanic origin .,4
1971,The first recorded outbreak of chikungunya may have been in 1779 .,4
1972,"During the third hour after the shooting , an autopsy was performed due to overwhelming media interest .",4
1973,Both of these calculations can be computed efficiently using the square- and - multiply algorithm for .,4
1974,"Construction is expected to begin by 2019 and operations will commence in 3 phases , from 2026 to 2028 .",4
1975,"Since the germ theory of disease , it has also come to mean an absence of germs and other waste .",4
1976,The coloration is yellowish - brown with several irregularly distributed dark spots on the rear half .,4
1977,"So far , about 12,000 different species of millipedes have been described .",4
1978,"Built between 2003 and 2006 out of formerly barren lands , it covers 40 hectares .",4
1979,A number of medications are used to treat bipolar disorder .,4
1980,Political parties became legal in mid-1992 after a ten-year hiatus .,4
1981,A nuclear meltdown may be part of a chain of disasters .,4
1982,The following is a comparative table classifying the natural satellites in the Solar System by diameter .,4
1983,"Its relative major is E major , and its parallel major is C-sharp major .",4
1984,There are very few symphonies written in this key .,4
1985,Choirs can sing with or without instrumental accompaniment .,4
1986,"In 2004 , the national university system underwent partial privatization .",4
1987,"The frog has a few native predators , among them snakes and birds .",4
1988,"Most mambas are arboreal , meaning they live in trees .",4
1989,"In computational linguistics , a stem is the part of the word that never changes even when different forms of the word are used .",4
1990,The state and union territory capitals are sorted according to no legislative and judicial capitals .,4
1991,The practice is generally considered safe sex as long as the hands are protected with a latex gloves .,4
1992,"The song was considered controversial upon release , because it was about religion .",4
1993,"The period from 18,000 to 15,000 years ago saw increased aridity of the continent with lower temperatures and less rainfall than currently prevails .",4
1994,The weapon 's barrel is screwed into the receiver and is not quickly detachable .,4
1995,The lesser black - backed gull is smaller than the European herring gull .,4
1996,Warlimpirrnga paints abstract images of sacred dreaming stories and songs .,4
1997,The precise origin of absinthe is unclear .,4
1998,"As the enamel and dentin are destroyed , the cavity becomes more noticeable .",4
1999,Other theorems have a known proof that cannot easily be written down .,4
2000,"Most hummingbirds have bills that are long and straight or nearly so , but in some species the bill shape is adapted for specialized feeding .",4
2001,The first goal of treating gout is to reduce the symptoms of an acute attack .,4
2002,To prophesy is to make a prophecy .,4
2003,"Net - casting spiders weave only small webs , but then manipulate them to trap prey .",4
2004,Zinc sulfate can be used to add zinc to the soil .,4
2005,The golden everlasting has proven very adaptable to cultivation .,4
2006,Flash drives implement the USB mass storage device class so that most modern operating systems can read and write to them without installing device drivers .,4
2007,"The electrolysis of water breaks water into hydrogen and oxygen , using electricity .",4
2008,The electrolysis of water is a simple method of producing hydrogen .,4
2009,"In 2005 , the municipality had a total population of 7,233 .",4
2010,"Before the unification of Egypt , the land was settled with autonomous villages .",4
2011,The nose cavity is divided into a right and left passageway .,4
2012,"About 400 hotels and restaurants were ordered to close for violating local environmental laws , while 3 casinos have been permanently shut down .",4
2013,"For an algebraic proof of this result , start with the equation",4
2014,"Traditionally , the didgeridoo was played as an accompaniment to ceremonial dancing and singing and for solo or recreational purposes .",4
2015,"It also displays facsimiles of the Erfurt Hebrew Manuscripts , a collection of significant religious texts dating from the 12th - 14th century .",4
2016,Inductors are used extensively in analog circuits and signal processing .,4
2017,"Monoceros is not easily seen with the naked eye , containing only a few fourth magnitude stars .",4
2018,"Stretching is usually done a little bit at a time , so the pierced hole would not bleed or get infected .",4
2019,"An artist who operates a printing press to execute their own works of printing press such as , hand in limited runs .",4
2020,"The theory has been criticized and modified over the course of time , as one of several competing theories of emotion .",4
2021,A test tube with a stopper is often used for temporary storage of chemical or biological samples .,4
2022,"One method , more obscure than most , is round half alternatingly .",4
2023,"One method , more obscure than most , is to alternate direction when rounding a number with 0.5 fractional part .",4
2024,The following table contains a list of point groups with representative molecules .,4
2025,"After winning a clear victory , and as pursuit became too hazardous near Wake , American forces retired .",4
2026,"Sometimes , glow fuel is called nitro or just model fuel .",4
2027,"Lateral undulation is a snake 's only way of moving in water , and the most common way of moving altogether .",4
2028,Different filters are used to select the wavelength of light which the solution absorbs the most .,4
2029,Rhetorical questions are often used as a metaphor for a question already asked .,4
2030,A number of currencies were official ISO 4217 currency codes and currency names until their replacement by the euro or other currencies .,4
2031,"Genets are highly agile , have quick reflexes and exceptional climbing skills .",4
2032,"An elbow smash is where a wrestler makes a punching motion , tucks their hand towards their chest so the elbow and forearm make contact .",4
2033,Black powder rocket propellant is a lot like old fashioned gunpowder .,4
2034,When a wrestler jumps forward from an elevated position and executes a mid-air backflip .,4
2035,"Worldwide , breast cancer is the most-common invasive cancer in women .",4
2036,"IM allows effective and efficient communication , allowing immediate receipt of acknowledgment or reply .",4
2037,"Web feeds are designed to be machine - readable rather than human-readable , which tends to be a source of confusion when people first encounter web feeds .",4
2038,The same definition is sometimes used for functions that take real or integer values .,4
2039,"The climate is generally tropical and mild , and the two major seasons are distinguishable by their raininess .",4
2040,The specificity of bird calls has been used extensively for species identification .,4
2041,"The city expanded quickly after the construction of a new wharf in 1931 , followed by its designation as the capital city of the then - French colony in 1933 .",4
2042,"With a population of just 12 inhabitants , July 2018 , it is the smallest municipality in Switzerland .",4
2043,"Tsangarides died of heart failure complicated from pneumonia on 6 January 2018 , aged 61 .",4
2044,"Statistically speaking , cable- borne elevators are extremely safe .",4
2045,The plumage is generally light gray - brown and lighter and pinkish below .,4
2046,It is also unknown whether all the surviving fragments are part of the same stele or come from different copies .,4
2047,Most Irish immigrants to the United States during this period favored large cities because they could create their own communities for support and protection in a new environment .,4
2048,As Coordinating Minister of Strategic Sectors he was responsible for the building of several hydroelectric power plants the he had to borrowed money from Chinese banks to build .,4
2049,"From the hypostyle hall , one enters the second pillared hall , which has four pillars decorated with beautiful scenes of offerings to the gods .",4
2050,"These animals have a long tail , small eyes , and few pectoral - fin radials .",4
2051,Still other nebulae form as planetary nebulae .,4
2052,"During the war , the town was completely destroyed and the land was made uninhabitable to such an extent that a decision was made not to rebuild it .",4
2053,An automobile may use a longitudinal shaft to deliver power from an engine / transmission to the other end of the vehicle before it goes to the wheels .,4
2054,"Lamorak was known for his strength and fiery temper , and fought off thirty knights on at least two occasions .",4
2055,There have been numerous revivals since newer styles supplanted ragtime in the 1920s .,4
2056,"Ragtime fell out of favor as jazz claimed the public 's imagination after 1917 , but there have been numerous revivals since .",4
2057,"The initial landings began at 04 : 50 on 19 August , with attacks on the two artillery batteries on the flanks of the main landing area .",4
2058,"For transportation to centers , some offer free transportation , in some cases for persons being released from jail into conditions of inclement weather .",4
2059,"When calculating specific impulse , only propellant carried with the vehicle before use is counted .",4
2060,"When people find specific impulse , the only fuel counted is in the rocket before it gets fired .",4
2061,The greater flamingo resides in mudflats and shallow coastal lagoons with salt water .,4
2062,The bird lives in mudflats and shallow coastal lagoons with salt water .,4
2063,"The composition and chemistry of the Earth 's atmosphere is of importance for several reasons , but primarily because of the interactions between the atmosphere and living organisms .",4
2064,"The concept , idea or philosophy of property underlies all property law .",4
2065,Synthetic genomics does not use naturally occurring genes .,4
2066,Flame ionization detectors are used most often for organic compounds .,4
2067,Before the Romans conquered Britain their land and capital appear to have been part of the territory of the Atrebates .,4
2068,"However , centralization of collectors ' organisations and periodicals was wanted : By 1924 , these local magazines eventually closed down .",4
2069,The damper consists of an inner hub attached to the end of the crankshaft .,4
2070,"Most thinking in genetics has focused on vertical transfer , but there is a growing awareness that horizontal gene transfer is a significant phenomenon .",4
2071,"Despite no longer being in widespread use , the rod is still employed in certain specialized fields .",4
2072,Scales in traditional Western music generally consist of seven notes and repeat at the octave .,4
2073,"The tree forms a thick , rugged bark containing high levels of suberin .",4
2074,"Estimates for the total number of casualties in the war vary , because many deaths went unrecorded .",4
2075,CIDCO carved out 14 small nodes with a view towards facilitating comprehensive development .,4
2076,"Today , chastity belts are sometimes used in BDSM play in consensual relationships .",4
2077,The physics engine is responsible for emulating the laws of physics realistically within the application .,4
2078,Is responsible for emulating realistic laws of physics within the application .,4
2079,"Collagen is the main protein of connective tissue in animals and the most abundant protein in mammals , making up about 25 % of the total protein content .",4
2080,"Type I collagen is present in many forms of connective tissue , and makes up about 25 % of the total protein content of the mammalian body .",4
2081,"Images of the deity , quite different from those of the other gods , were kept in homes .",4
2082,The arms of the three original leagues were combined into the modern cantonal coat of arms in 1933 .,4
2083,"This move sees the wrestler delivering an open-handed strike with arm movement akin to a cross , usually to the opponent 's chin , face or chest .",4
2084,The current cantonal constitution dates from 1997 .,4
2085,"The English text comprises 108,260 words and is divided into two parts , each reading as a continuous narrative with no chapter divisions .",4
2086,Canada provided a thermal plasma analyzer .,4
2087,Ethylene is made in the chemical industry by steam cracking .,4
2088,The congregation of swamp deer in the park 's grasslands is the largest in the world ; the population of hispid hare may be of international significance .,4
2089,Iodic acid is used as a strong acid in analytical chemistry .,4
2090,The data from measurements of variations at points on the process map is monitored using control charts .,4
2091,Four types of endorphins are created in the human body .,4
2092,Overall the school is characterized by a high proportion of white pupils compared with the national average and nearly all students have English as their first language .,4
2093,Gram staining is used to determine gram status to classify bacteria broadly .,4
2094,All quarks and gluons in QCD interact with each other through the strong force .,4
2095,Para-alpine skiing classification is designed to give insurance equal competition between alpine skiers with different types of limited physical and seeing powers .,4
2096,An Event Cache is a gathering organized and attended by geocachers .,4
2097,"Up to four people can play in multiplayer mode , which has specific rules predetermined by the players .",4
2098,The aesthetics of the store are somewhat different from that of 7 - Eleven stores in other countries as the stores offer a wider selection of products and services .,4
2099,Some people who do this started using pictures of text to make it harder for anti-phishing filters to see it .,4
2100,"In former times the main income source from the inhabitants was agriculture , however later in the 18th century the weaving mill of lines became more and more important .",4
2101,Most people infected with trichomonas vaginalis do not have any symptoms and can be undetected for years .,4
2102,The main attack tried to rescue the trapped battalions .,4
2103,Copper forms chemical compounds .,4
